City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Montreal,1976,Athletics,Athletics,"AVILOV, Nikolai",URS,Men,decathlon,M,Bronze
Montreal,1976,Athletics,Athletics,"JENNER, William Bruce",USA,Men,decathlon,M,Gold
Montreal,1976,Athletics,Athletics,"KRATSCHMER, Guido",FRG,Men,decathlon,M,Silver
Montreal,1976,Athletics,Athletics,"POWELL, John Gates",USA,Men,discus throw,M,Bronze
Montreal,1976,Athletics,Athletics,"WILKINS, Malcolm Maurice",USA,Men,discus throw,M,Gold
Montreal,1976,Athletics,Athletics,"SCHMIDT, Wolfgang",GDR,Men,discus throw,M,Silver
Montreal,1976,Athletics,Athletics,"HINZMANN, Gabriele",GDR,Women,discus throw,W,Bronze
Montreal,1976,Athletics,Athletics,"SCHLAAK-JAHL, Evelin",GDR,Women,discus throw,W,Gold
Montreal,1976,Athletics,Athletics,"VERGOVA-PETKOVA, Maria",BUL,Women,discus throw,W,Silver
Montreal,1976,Athletics,Athletics,"BONDARCHUK, Anatoli",URS,Men,hammer throw,M,Bronze
Montreal,1976,Athletics,Athletics,"SEDYKH, Yuri",URS,Men,hammer throw,M,Gold
Montreal,1976,Athletics,Athletics,"SPIRIDONOV, Aleksei",URS,Men,hammer throw,M,Silver
Montreal,1976,Athletics,Athletics,"STONES, Dwight Edwin",USA,Men,high jump,M,Bronze
Montreal,1976,Athletics,Athletics,"WSZOLA, Jacek",POL,Men,high jump,M,Gold
Montreal,1976,Athletics,Athletics,"JOY, Gregory",CAN,Men,high jump,M,Silver
Montreal,1976,Athletics,Athletics,"BLAGOEVA-DIMITROVA, Yordanka",BUL,Women,high jump,W,Bronze
Montreal,1976,Athletics,Athletics,"WITSCHAS-ACKERMANN, Rosemarie",GDR,Women,high jump,W,Gold
Montreal,1976,Athletics,Athletics,"SIMEONI, Sara",ITA,Women,high jump,W,Silver
Montreal,1976,Athletics,Athletics,"MEGELEA, Gheorghe",ROU,Men,javelin throw,M,Bronze
Montreal,1976,Athletics,Athletics,"NEMETH, Miklos",HUN,Men,javelin throw,M,Gold
Montreal,1976,Athletics,Athletics,"SIITONEN, Hannu Juhani",FIN,Men,javelin throw,M,Silver
Montreal,1976,Athletics,Athletics,"SCHMIDT, Kathryn Joan",USA,Women,javelin throw,W,Bronze
Montreal,1976,Athletics,Athletics,"FUCHS, Ruth",GDR,Women,javelin throw,W,Gold
Montreal,1976,Athletics,Athletics,"BECKER-STEINER, Marion",FRG,Women,javelin throw,W,Silver
Montreal,1976,Athletics,Athletics,"WARTENBERG, Frank",GDR,Men,long jump,M,Bronze
Montreal,1976,Athletics,Athletics,"ROBINSON, Arnie",USA,Men,long jump,M,Gold
Montreal,1976,Athletics,Athletics,"WILLIAMS, Randel Luvelle",USA,Men,long jump,M,Silver
Montreal,1976,Athletics,Athletics,"ALFEEVA, Lidia",URS,Women,long jump,W,Bronze
Montreal,1976,Athletics,Athletics,"VOIGT, Angela",GDR,Women,long jump,W,Gold
Montreal,1976,Athletics,Athletics,"MCMILLAN, Catherine Laverne",USA,Women,long jump,W,Silver
Montreal,1976,Athletics,Athletics,"LISMONT, Karel",BEL,Men,marathon,M,Bronze
Montreal,1976,Athletics,Athletics,"CIERPINSKI, Waldemar",GDR,Men,marathon,M,Gold
Montreal,1976,Athletics,Athletics,"SHORTER, Frank Charles",USA,Men,marathon,M,Silver
Montreal,1976,Athletics,Athletics,"POLLAK, Burglinde",GDR,Women,pentathlon,W,Bronze
Montreal,1976,Athletics,Athletics,"SIEGL, Siegrun",GDR,Women,pentathlon,W,Gold
Montreal,1976,Athletics,Athletics,"BODNER-LASER, Christine",GDR,Women,pentathlon,W,Silver
Montreal,1976,Athletics,Athletics,"ROBERTS, David Luther",USA,Men,pole vault,M,Bronze
Montreal,1976,Athletics,Athletics,"SLUSARSKI, Tadeusz",POL,Men,pole vault,M,Gold
Montreal,1976,Athletics,Athletics,"KALLIOMÄKI, Antti Tapani",FIN,Men,pole vault,M,Silver
Montreal,1976,Athletics,Athletics,"BARYSHNIKOV, Aleksandr",URS,Men,shot put,M,Bronze
Montreal,1976,Athletics,Athletics,"BEYER, Udo",GDR,Men,shot put,M,Gold
Montreal,1976,Athletics,Athletics,"MIRONOV, Yevgeni",URS,Men,shot put,M,Silver
Montreal,1976,Athletics,Athletics,"FIBINGEROVA, Helena",TCH,Women,shot put,W,Bronze
Montreal,1976,Athletics,Athletics,"CHRISTOVA-TODOROVA, Ivanka Mikailova",BUL,Women,shot put,W,Gold
Montreal,1976,Athletics,Athletics,"CHIZHOVA, Nadezhda",URS,Women,shot put,W,Silver
Montreal,1976,Athletics,Athletics,"DE OLIVEIRA, Joao Carlos",BRA,Men,triple jump,M,Bronze
Montreal,1976,Athletics,Athletics,"SANEEV, Viktor",URS,Men,triple jump,M,Gold
Montreal,1976,Athletics,Athletics,"BUTTS, James A.",USA,Men,triple jump,M,Silver
Montreal,1976,Basketball,Basketball,"ARZAMASKOV, Vladimir",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"BELOV, Aleksandr",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"BELOV, Sergei",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"EDESHKO, Ivan",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"KORKIYA, Mikhail",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"MAKEEV, Andrei",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"MILOSERDOV, Valeri",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"MYSHKIN, Anatoli",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"SALNIKOV, Aleksandr",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"TKACHENKO, Vladimir",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"ZHARMUKHAMEDOV, Alzhan",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"ZHIGILY, Vladimir",URS,Men,basketball,M,Bronze
Montreal,1976,Basketball,Basketball,"ARMSTRONG, Michael Taylor (Tate)",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"BUCKNER, William Quinn",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"CARR, Kenneth Alan",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"DANTLEY, Adrian Delano",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"DAVIS, Walter Paul",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"FORD, Philip Jackson, Jr.",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"GRUNFELD, Ernest",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"HUBBARD, Phillip Gregory",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"KUPCHAK, Mitchell",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"LAGARDE, Thomas Joseph",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"MAY, Scott Glenn",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"SHEPPARD, Steven",USA,Men,basketball,M,Gold
Montreal,1976,Basketball,Basketball,"COSIC, Kresimir",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"DALIPAGIC, Drazen",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"DELIBASIC, Mirza",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"GEORGIJEVSKI, Blagoje",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"JELOVAC, Vinko",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"JERKOV, Zeljko",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"KICANOVIC, Dragan",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"KNEGO, Andro",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"SLAVNIC, Zoran",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"SOLMAN, Damir",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"VARAJIC, Zarko",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"ZIZIC, Rajko",YUG,Men,basketball,M,Silver
Montreal,1976,Basketball,Basketball,"BOGDANOVA, Krasimira",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"CHTARKELOVA, Margarita",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"DILOVA-BRAYNOVA, Diana",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"GIUROVA, Krassimira",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"GOLTCHEVA, Nadka",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"MAKAVEEVA, Petkana",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"METODIEVA, Penka",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"MIKHAILOVA, Snezhana",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"SKERLATOVA, Girgina",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"STOYANOVA, Maria",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"STOYANOVA, Penka",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"YORDANOVA, Todorka",BUL,Women,basketball,W,Bronze
Montreal,1976,Basketball,Basketball,"BARISHEVA-KOROSTELEVA, Olga",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"DAUNENE, Tamara",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"FERYABNIKOVA, Nelli",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"KLIMOVA, Natalya",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"KURVYAKOVA, Raisa",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"OVECHKINA, Tatiana",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"RUPSHENE, Angelia",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"SEMENOVA, Iuliana",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"SHUVAEVA-OLKHOVA, Nadezhda",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"SUKHARNOVA, Olga",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"ZAKHAROVA, Nadezhda",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"ZAKHAROVA-NADIROVA, Tatiana",URS,Women,basketball,W,Gold
Montreal,1976,Basketball,Basketball,"BROGDEN, Cinderella Jane",USA,Women,basketball,W,Silver
Montreal,1976,Basketball,Basketball,"DUNKLE, Nancy Lynn",USA,Women,basketball,W,Silver
Montreal,1976,Basketball,Basketball,"HARRIS, Lusia Mae",USA,Women,basketball,W,Silver
Montreal,1976,Basketball,Basketball,"HEAD, Patricia Sue",USA,Women,basketball,W,Silver
Montreal,1976,Basketball,Basketball,"LEWIS, Charlotte",USA,Women,basketball,W,Silver
Montreal,1976,Basketball,Basketball,"LIEBERMAN, Nancy Lizabeth",USA,Women,basketball,W,Silver
Montreal,1976,Basketball,Basketball,"MARQUIS, Gail Annette",USA,Women,basketball,W,Silver
Montreal,1976,Basketball,Basketball,"MEYERS, Ann Elizabeth",USA,Women,basketball,W,Silver
Montreal,1976,Basketball,Basketball,"O'CONNOR, Mary Anne",USA,Women,basketball,W,Silver
Montreal,1976,Basketball,Basketball,"ROBERTS, Patricia Ann",USA,Women,basketball,W,Silver
Montreal,1976,Basketball,Basketball,"ROJCEWICZ, Susan Marie",USA,Women,basketball,W,Silver
Montreal,1976,Basketball,Basketball,"SIMPSON, Julienne Brazinski",USA,Women,basketball,W,Silver
Montreal,1976,Boxing,Boxing,"MALDONADO, Orlando",PUR,Men,- 48kg (light-flyweight),M,Bronze
Montreal,1976,Boxing,Boxing,"POOLTARAT, Payao",THA,Men,- 48kg (light-flyweight),M,Bronze
Montreal,1976,Boxing,Boxing,"HERNANDEZ PADRON, Jorge",CUB,Men,- 48kg (light-flyweight),M,Gold
Montreal,1976,Boxing,Boxing,"LI, Byong Uk",PRK,Men,- 48kg (light-flyweight),M,Silver
Montreal,1976,Boxing,Boxing,"HILL, Clarence",BER,Men,+ 81kg (heavyweight),M,Bronze
Montreal,1976,Boxing,Boxing,"TATE, John",USA,Men,+ 81kg (heavyweight),M,Bronze
Montreal,1976,Boxing,Boxing,"STEVENSON, Teofilo",CUB,Men,+ 81kg (heavyweight),M,Gold
Montreal,1976,Boxing,Boxing,"SIMON, Mircea",ROU,Men,+ 81kg (heavyweight),M,Silver
Montreal,1976,Boxing,Boxing,"BLAZYNSKI, Leszek",POL,Men,48 - 51kg (flyweight),M,Bronze
Montreal,1976,Boxing,Boxing,"TOROSYAN, David",URS,Men,48 - 51kg (flyweight),M,Bronze
Montreal,1976,Boxing,Boxing,"RANDOLPH, Leonard",USA,Men,48 - 51kg (flyweight),M,Gold
Montreal,1976,Boxing,Boxing,"DUVALON CARRION, Ramon",CUB,Men,48 - 51kg (flyweight),M,Silver
Montreal,1976,Boxing,Boxing,"COWDELL, Patrick",GBR,Men,51 - 54kg (bantamweight),M,Bronze
Montreal,1976,Boxing,Boxing,"RYBAKOV, Viktor",URS,Men,51 - 54kg (bantamweight),M,Bronze
Montreal,1976,Boxing,Boxing,"GU, Young Jo",PRK,Men,51 - 54kg (bantamweight),M,Gold
Montreal,1976,Boxing,Boxing,"MOONEY, Charles Michael",USA,Men,51 - 54kg (bantamweight),M,Silver
Montreal,1976,Boxing,Boxing,"KOSEDOWSKI, Leszek",POL,Men,54 - 57kg (featherweight),M,Bronze
Montreal,1976,Boxing,Boxing,"PAREDES, Juan",MEX,Men,54 - 57kg (featherweight),M,Bronze
Montreal,1976,Boxing,Boxing,"HERRERA VERA, Angel",CUB,Men,54 - 57kg (featherweight),M,Gold
Montreal,1976,Boxing,Boxing,"NOWAKOWSKI, Richard",GDR,Men,54 - 57kg (featherweight),M,Silver
Montreal,1976,Boxing,Boxing,"RUSEVSKI, Ace",YUG,Men,57 - 60kg (lightweight),M,Bronze
Montreal,1976,Boxing,Boxing,"SOLOMIN, Vasili",URS,Men,57 - 60kg (lightweight),M,Bronze
Montreal,1976,Boxing,Boxing,"DAVIS, Howard Edward, Jr.",USA,Men,57 - 60kg (lightweight),M,Gold
Montreal,1976,Boxing,Boxing,"CUTOV, Simion",ROU,Men,57 - 60kg (lightweight),M,Silver
Montreal,1976,Boxing,Boxing,"KOLEV, Vladimir",BUL,Men,60 - 63.5kg (light-welterweight),M,Bronze
Montreal,1976,Boxing,Boxing,"SZCZERBA, Kazimierz",POL,Men,60 - 63.5kg (light-welterweight),M,Bronze
Montreal,1976,Boxing,Boxing,"LEONARD, Ray Charles",USA,Men,60 - 63.5kg (light-welterweight),M,Gold
Montreal,1976,Boxing,Boxing,"ALDAMA CABRERA, Andres",CUB,Men,60 - 63.5kg (light-welterweight),M,Silver
Montreal,1976,Boxing,Boxing,"SKRICEK, Reinhard",FRG,Men,63.5 - 67kg (welterweight),M,Bronze
Montreal,1976,Boxing,Boxing,"ZILBERMAN, Victor",ROU,Men,63.5 - 67kg (welterweight),M,Bronze
Montreal,1976,Boxing,Boxing,"BACHFELD, Jochen",GDR,Men,63.5 - 67kg (welterweight),M,Gold
Montreal,1976,Boxing,Boxing,"GAMARRO, Pedro José",VEN,Men,63.5 - 67kg (welterweight),M,Silver
Montreal,1976,Boxing,Boxing,"GARBEY, Rolando",CUB,Men,67 - 71kg (light-middleweight),M,Bronze
Montreal,1976,Boxing,Boxing,"SAVCHENKO, Viktor",URS,Men,67 - 71kg (light-middleweight),M,Bronze
Montreal,1976,Boxing,Boxing,"RYBICKI, Jerzy",POL,Men,67 - 71kg (light-middleweight),M,Gold
Montreal,1976,Boxing,Boxing,"KACAR, Tadija",YUG,Men,67 - 71kg (light-middleweight),M,Silver
Montreal,1976,Boxing,Boxing,"MARTINEZ SANCHEZ, Luis Felipe",CUB,Men,71-75kg,M,Bronze
Montreal,1976,Boxing,Boxing,"NASTAC, Alexandru",ROU,Men,71-75kg,M,Bronze
Montreal,1976,Boxing,Boxing,"SPINKS, Michael L.",USA,Men,71-75kg,M,Gold
Montreal,1976,Boxing,Boxing,"RISKIEV, Rufat",URS,Men,71-75kg,M,Silver
Montreal,1976,Boxing,Boxing,"DAFINOIU, Costica",ROU,Men,75 - 81kg (light-heavyweight),M,Bronze
Montreal,1976,Boxing,Boxing,"GORTAT, Janusz",POL,Men,75 - 81kg (light-heavyweight),M,Bronze
Montreal,1976,Boxing,Boxing,"SPINKS, Leonard, Jr.",USA,Men,75 - 81kg (light-heavyweight),M,Gold
Montreal,1976,Boxing,Boxing,"SORIA CABRERA, Sixto",CUB,Men,75 - 81kg (light-heavyweight),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"WICHMANN, Tamas",HUN,Men,C-1 1000m (canoe single),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"LJUBEK, Matija",YUG,Men,C-1 1000m (canoe single),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"YURCHENKO, Vasili",URS,Men,C-1 1000m (canoe single),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"LJUBEK, Matija",YUG,Men,C-1 500m (canoe single),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"ROGOV, Aleksandr",URS,Men,C-1 500m (canoe single),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"WOOD, John",CAN,Men,C-1 500m (canoe single),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"BUDAY, Tamas",HUN,Men,C-2 1000m (canoe double),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"FREY, Oszkar",HUN,Men,C-2 1000m (canoe double),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"PETRENKO, Sergei",URS,Men,C-2 1000m (canoe double),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"VINOGRADOV, Aleksandr",URS,Men,C-2 1000m (canoe double),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"DANIELOV, Gheorghe",ROU,Men,C-2 1000m (canoe double),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"SIMIONOV, Gheorghe",ROU,Men,C-2 1000m (canoe double),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"BUDAY, Tamas",HUN,Men,C-2 500m (canoe double),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"FREY, Oszkar",HUN,Men,C-2 500m (canoe double),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"PETRENKO, Sergei",URS,Men,C-2 500m (canoe double),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"VINOGRADOV, Aleksandr",URS,Men,C-2 500m (canoe double),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"GRONOWICZ, Andrzej",POL,Men,C-2 500m (canoe double),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"OPARA, Jerzy",POL,Men,C-2 500m (canoe double),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"DIBA, Vasile",ROU,Men,K-1 1000m (kayak single),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"HELM, Rüdiger",GDR,Men,K-1 1000m (kayak single),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"CSAPO, Geza",HUN,Men,K-1 1000m (kayak single),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"HELM, Rüdiger",GDR,Men,K-1 500m (kayak single),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"DIBA, Vasile",ROU,Men,K-1 500m (kayak single),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"SZTANITY, Zoltan",HUN,Men,K-1 500m (kayak single),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"RAJNAI, Klara",HUN,Women,K-1 500m (kayak single),W,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"ZIRZOW, Carola",GDR,Women,K-1 500m (kayak single),W,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"KORSHUNOVA, Tatyana",URS,Women,K-1 500m (kayak single),W,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"BAKO, Zoltan",HUN,Men,K-2 1000m (kayak double),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"SZABO, Istvan",HUN,Men,K-2 1000m (kayak double),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"NAGORNYI, Sergei",URS,Men,K-2 1000m (kayak double),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"ROMANOVSKY, Vladimir",URS,Men,K-2 1000m (kayak double),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"MATTERN, Joachim",GDR,Men,K-2 1000m (kayak double),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"OLBRICHT, Bernd",GDR,Men,K-2 1000m (kayak double),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"MALIHIN, Policarp",ROU,Men,K-2 500m (kayak double),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"SERHEI, Larion",ROU,Men,K-2 500m (kayak double),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"MATTERN, Joachim",GDR,Men,K-2 500m (kayak double),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"OLBRICHT, Bernd",GDR,Men,K-2 500m (kayak double),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"NAGORNYI, Sergei",URS,Men,K-2 500m (kayak double),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"ROMANOVSKY, Vladimir",URS,Men,K-2 500m (kayak double),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"KÖSTER, Bärbel",GDR,Women,K-2 500m (kayak double),W,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"ZIRZOW, Carola",GDR,Women,K-2 500m (kayak double),W,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"GOPOVA-TROFIMOVA, Nina",URS,Women,K-2 500m (kayak double),W,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"KREFT-ALEKSEEVA, Galina",URS,Women,K-2 500m (kayak double),W,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"PFEFFER, Anna",HUN,Women,K-2 500m (kayak double),W,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"RAJNAI, Klara",HUN,Women,K-2 500m (kayak double),W,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"BISCHOF, Frank-Peter",GDR,Men,K-4 1000m (kayak four),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"DUVIGNEAU, Bernd",GDR,Men,K-4 1000m (kayak four),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"HELM, Rüdiger",GDR,Men,K-4 1000m (kayak four),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"LEHNERT, Jürgen",GDR,Men,K-4 1000m (kayak four),M,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"CHUKHRAI, Sergei",URS,Men,K-4 1000m (kayak four),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"DEGTYAREV, Aleksandr",URS,Men,K-4 1000m (kayak four),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"FILATOV, Yuri",URS,Men,K-4 1000m (kayak four),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"MOROZOV, Vladimir",URS,Men,K-4 1000m (kayak four),M,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"ESTEBAN CELLORIO, Jose Maria",ESP,Men,K-4 1000m (kayak four),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"LOPEZ DIAZ FLOR, Jose Ramon",ESP,Men,K-4 1000m (kayak four),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"MENENDEZ RODRIGUEZ, Herminio",ESP,Men,K-4 1000m (kayak four),M,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"RAMOS MISIONE, Luis Gregorio",ESP,Men,K-4 1000m (kayak four),M,Silver
Montreal,1976,Cycling,Cycling Road,"NOWICKI, Mieczyslaw",POL,Men,individual road race,M,Bronze
Montreal,1976,Cycling,Cycling Road,"JOHANSSON, Bernt",SWE,Men,individual road race,M,Gold
Montreal,1976,Cycling,Cycling Road,"MARTINELLI, Giuseppe",ITA,Men,individual road race,M,Silver
Montreal,1976,Cycling,Cycling Road,"BLAUDZUN, Verner",DEN,Men,team time trial,M,Bronze
Montreal,1976,Cycling,Cycling Road,"FRANK, Gert",DEN,Men,team time trial,M,Bronze
Montreal,1976,Cycling,Cycling Road,"HANSEN, Jorgen Emil",DEN,Men,team time trial,M,Bronze
Montreal,1976,Cycling,Cycling Road,"LUND, Jorn",DEN,Men,team time trial,M,Bronze
Montreal,1976,Cycling,Cycling Road,"CHAPLYGIN, Valeri",URS,Men,team time trial,M,Gold
Montreal,1976,Cycling,Cycling Road,"CHUKANOV, Anatoli",URS,Men,team time trial,M,Gold
Montreal,1976,Cycling,Cycling Road,"KAMINSKY, Vladimir",URS,Men,team time trial,M,Gold
Montreal,1976,Cycling,Cycling Road,"PIKKUUS, Aavo",URS,Men,team time trial,M,Gold
Montreal,1976,Cycling,Cycling Road,"MYTNIK, Tadeusz",POL,Men,team time trial,M,Silver
Montreal,1976,Cycling,Cycling Road,"NOWICKI, Mieczyslaw",POL,Men,team time trial,M,Silver
Montreal,1976,Cycling,Cycling Road,"SZOZDA, Stanislaw",POL,Men,team time trial,M,Silver
Montreal,1976,Cycling,Cycling Road,"SZURKOWSKI, Ryszard",POL,Men,team time trial,M,Silver
Montreal,1976,Cycling,Cycling Track,"FREDBORG, Niels Christian",DEN,Men,1km time trial,M,Bronze
Montreal,1976,Cycling,Cycling Track,"GRÜNKE, Klaus-Jürgen",GDR,Men,1km time trial,M,Gold
Montreal,1976,Cycling,Cycling Track,"VAARTEN, Michel",BEL,Men,1km time trial,M,Silver
Montreal,1976,Cycling,Cycling Track,"HUSCHKE, Thomas",GDR,Men,Individual Pursuit,M,Bronze
Montreal,1976,Cycling,Cycling Track,"BRAUN, Gregor",FRG,Men,Individual Pursuit,M,Gold
Montreal,1976,Cycling,Cycling Track,"PONSTEEN, Herman",NED,Men,Individual Pursuit,M,Silver
Montreal,1976,Cycling,Cycling Track,"GESCHKE, Hans-Jürgen",GDR,Men,Sprint indivual,M,Bronze
Montreal,1976,Cycling,Cycling Track,"TKAC, Anton",TCH,Men,Sprint indivual,M,Gold
Montreal,1976,Cycling,Cycling Track,"MORELON, Daniel",FRA,Men,Sprint indivual,M,Silver
Montreal,1976,Cycling,Cycling Track,"BANBURY, Ian",GBR,Men,Team Pursuit (4000m),M,Bronze
Montreal,1976,Cycling,Cycling Track,"BENNETT, Michael John",GBR,Men,Team Pursuit (4000m),M,Bronze
